iter	Logloss
117	0.004993447781
118	0.004940382004
119	0.004882504463
120	0.004865475655
121	0.004849534035
122	0.004816922665
123	0.004757236481
124	0.0047482934
125	0.004654700279
126	0.004600010872
127	0.004545969486
128	0.004507078171
129	0.004492649555
130	0.004477986813
131	0.004431105137
132	0.004375718117
133	0.004324210167
134	0.004310284615
135	0.004304574966
136	0.004262954712
137	0.004257116318
138	0.004206023216
139	0.004179422379
140	0.004174803257
141	0.004148555756
142	0.004142157078
143	0.004106117249
144	0.004068497658
145	0.004014994621
146	0.003992724657
147	0.003956041574
148	0.003932343245
149	0.003927867889
150	0.003922730207
151	0.003909764767
152	0.003877407789
153	0.003837500334
154	0.003833689451
155	0.003795324802
156	0.003791511059
157	0.003766786337
158	0.003766780853
159	0.003753960609
160	0.003753750324
161	0.00373064208
162	0.003697567463
163	0.003697540283
164	0.003690171003
165	0.003663578987
166	0.003647434711
167	0.003631639719
168	0.003619365215
169	0.003584486008
170	0.003571495533
171	0.003529438496
172	0.00350937891
173	0.003509356022
174	0.003489850521
175	0.003483249903
176	0.003480065107
177	0.003460746765
178	0.003450573683
179	0.003418729782
180	0.003390455723
181	0.003326692104
182	0.003321320772
183	0.003321316719
184	0.003310464621
185	0.003307757378
186	0.003291238546
187	0.003280846357
188	0.00325507021
189	0.003211256504
190	0.003187691212
191	0.003187664032
192	0.003133989573
193	0.00313398838
194	0.00311482501
195	0.003102365971
196	0.003102358341
197	0.003097219229
198	0.003080779791
199	0.003078733206
200	0.003078695059
201	0.003069942474
202	0.003059050083
203	0.003044362068
204	0.003031471968
205	0.003024022102
206	0.002991995096
207	0.002978492975
208	0.002978462458
209	0.002978447914
210	0.00297845459
211	0.00297845459
212	0.00297845459
213	0.00297845459
214	0.00297845459
215	0.00297845459
216	0.00297845459
217	0.00297845459
218	0.00297845459
219	0.00297845459
220	0.00297845459
221	0.00297845459
222	0.00297845459
223	0.00297845459
224	0.00297845459
225	0.00297845459
226	0.00297845459
227	0.00297845459
228	0.00297845459
229	0.00297845459
230	0.00297845459
231	0.00297845459
232	0.00297845459
233	0.00297845459
234	0.00297845459
235	0.00297845459
236	0.00297845459
237	0.00297845459
238	0.00297845459
239	0.00297845459
240	0.00297845459
241	0.00297845459
242	0.00297845459
243	0.00297845459
244	0.00297845459
245	0.00297845459
246	0.00297845459
247	0.00297845459
248	0.00297845459
249	0.00297845459
250	0.00297845459
251	0.00297845459
252	0.00297845459
253	0.00297845459
254	0.00297845459
255	0.00297845459
256	0.00297845459
257	0.00297845459
258	0.00297845459
259	0.00297845459
260	0.00297845459
261	0.00297845459
262	0.00297845459
263	0.00297845459
264	0.00297845459
265	0.00297845459
266	0.00297845459
267	0.00297845459
268	0.00297845459
269	0.00297845459
270	0.00297845459
271	0.00297845459
272	0.00297845459
273	0.00297845459
274	0.00297845459
275	0.00297845459
276	0.00297845459
277	0.00297845459
278	0.00297845459
279	0.00297845459
280	0.00297845459
281	0.00297845459
282	0.00297845459
283	0.00297845459
284	0.00297845459
285	0.00297845459
286	0.00297845459
287	0.00297845459
288	0.00297845459
289	0.00297845459
290	0.00297845459
291	0.00297845459
292	0.00297845459
293	0.00297845459
294	0.00297845459
295	0.00297845459
296	0.00297845459
297	0.00297845459
298	0.00297845459
299	0.00297845459
300	0.00297845459
301	0.00297845459
302	0.00297845459
303	0.00297845459
304	0.00297845459
305	0.00297845459
306	0.00297845459
307	0.00297845459
308	0.00297845459
309	0.00297845459
310	0.00297845459
311	0.00297845459
312	0.00297845459
313	0.00297845459
314	0.00297845459
315	0.00297845459
316	0.00297845459
317	0.00297845459
318	0.00297845459
319	0.00297845459
320	0.00297845459
321	0.00297845459
322	0.00297845459
323	0.00297845459
324	0.00297845459
325	0.00297845459
326	0.00297845459
327	0.00297845459
328	0.00297845459
329	0.00297845459
330	0.00297845459
331	0.00297845459
332	0.00297845459
333	0.00297845459
334	0.00297845459
335	0.00297845459
336	0.00297845459
337	0.00297845459
338	0.00297845459
339	0.00297845459
340	0.00297845459
341	0.00297845459
342	0.00297845459
343	0.00297845459
344	0.00297845459
345	0.00297845459
346	0.00297845459
347	0.00297845459
348	0.00297845459
349	0.00297845459
350	0.00297845459
351	0.00297845459
352	0.00297845459
353	0.00297845459
354	0.00297845459
355	0.00297845459
356	0.00297845459
357	0.00297845459
358	0.00297845459
359	0.00297845459
360	0.00297845459
361	0.00297845459
362	0.00297845459
363	0.00297845459
364	0.00297845459
365	0.00297845459
366	0.00297845459
367	0.00297845459
368	0.00297845459
369	0.00297845459
370	0.00297845459
371	0.00297845459
372	0.00297845459
373	0.00297845459
374	0.00297845459
375	0.00297845459
376	0.00297845459
377	0.00297845459
378	0.00297845459
379	0.00297845459
380	0.00297845459
381	0.00297845459
382	0.00297845459
383	0.00297845459
384	0.00297845459
385	0.00297845459
386	0.00297845459
387	0.00297845459
388	0.00297845459
389	0.00297845459
390	0.00297845459
391	0.00297845459
392	0.00297845459
393	0.00297845459
394	0.00297845459
395	0.00297845459
396	0.00297845459
397	0.00297845459
398	0.00297845459
399	0.00297845459
400	0.00297845459
401	0.00297845459
402	0.00297845459
403	0.00297845459
404	0.00297845459
405	0.00297845459
406	0.00297845459
407	0.00297845459
408	0.00297845459
409	0.00297845459
410	0.00297845459
411	0.00297845459
412	0.00297845459
413	0.00297845459
414	0.00297845459
415	0.00297845459
416	0.00297845459
417	0.00297845459
418	0.00297845459
419	0.00297845459
420	0.00297845459
421	0.00297845459
422	0.00297845459
423	0.00297845459
424	0.00297845459
425	0.00297845459
426	0.00297845459
427	0.00297845459
428	0.00297845459
429	0.00297845459
430	0.00297845459
431	0.00297845459
432	0.00297845459
433	0.00297845459
434	0.00297845459
435	0.00297845459
436	0.00297845459
437	0.00297845459
438	0.00297845459
439	0.00297845459
440	0.00297845459
441	0.00297845459
442	0.00297845459
443	0.00297845459
444	0.00297845459
445	0.00297845459
446	0.00297845459
447	0.00297845459
448	0.00297845459
449	0.00297845459
450	0.00297845459
451	0.00297845459
452	0.00297845459
453	0.00297845459
454	0.00297845459
455	0.00297845459
456	0.00297845459
457	0.00297845459
458	0.00297845459
459	0.00297845459
460	0.00297845459
461	0.00297845459
462	0.00297845459
463	0.00297845459
464	0.00297845459
465	0.00297845459
466	0.00297845459
467	0.00297845459
468	0.00297845459
469	0.00297845459
470	0.00297845459
471	0.00297845459
472	0.00297845459
473	0.00297845459
474	0.00297845459
475	0.00297845459
476	0.00297845459
477	0.00297845459
478	0.00297845459
479	0.00297845459
480	0.00297845459
481	0.00297845459
482	0.00297845459
483	0.00297845459
484	0.00297845459
485	0.00297845459
486	0.00297845459
487	0.00297845459
488	0.00297845459
489	0.00297845459
490	0.00297845459
491	0.00297845459
492	0.00297845459
493	0.00297845459
494	0.00297845459
495	0.00297845459
496	0.00297845459
497	0.00297845459
498	0.00297845459
499	0.00297845459
